,aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0,0.7774028748639745,-0.5854913351513304,-0.4808747622956765,1.054204629366576,-0.9932407300974272,-0.7119414987480359,2.1529929664071488,-0.973049887293346,-1.657446407491393,-0.3633454570827669,-0.8693865885785784,-0.7810701139872053,1.129766936069955,-0.3486287148549046,0.6091778352149383,1.203362166708292,1.661841983989113,1.0536944304165032,1.338736236331193,-0.917040151231201,1.0
1,1.3069450139332912,0.7751180176369615,-0.5996317634996823,1.432447053565198,-1.131948322520668,1.2085515572325864,1.5987645649818754,-0.2233029108232672,0.2947985880991161,1.0024596510680563,0.8497822291889898,0.0097852809622613,-1.409197219648835,1.0469595397330127,-0.7390053838214986,0.8929773428168879,0.1248110839710106,1.0536944304165032,0.8511342697009917,0.1980226603935986,1.0
2,0.2715715778425377,-0.0290832057826084,-0.4808747622956765,-0.8123395074396682,-0.9654992116127792,0.8034171194597979,1.0445361635566015,-1.2025642678454112,0.5015068817498758,-0.8186138264663748,-0.861451963265805,-0.368449907926614,0.7832984798524657,-0.3835184212196023,0.272132030455829,1.9117632310724624,1.7866988358113118,0.706128708473912,2.035310474374337,-1.288727755106134,0.0
3,0.548198068401136,-0.3320665798720542,-0.4808747622956765,1.1446539047184203,-1.1596898410053165,1.9681786280565647,-0.8028918411943102,1.3067929595238323,0.7082151754006358,1.1845669988214993,1.0084747354444574,-1.434385440249808,-1.5174686122168004,-0.0695110639373209,-0.4019595790623894,-0.4152749021461517,-0.5166948098740796,-1.0316999012390455,2.104967898178652,0.1980226603935986,1.0
4,0.2004390516988982,1.1321653395193194,-0.5204604293636784,-1.1248006404733126,-1.0209822485820754,0.1918199393604921,1.6357131250768933,-0.3610115391545063,-0.3712614692199988,-0.575804029461784,-0.8667417134743206,0.3020579269218468,-0.5556577415713738,-0.3835184212196023,-0.7390053838214986,0.0245782726944899,-0.2196216107109169,-1.0316999012390455,-0.6116716301896119,-0.917040151231201,1.0
5,0.216246279730818,0.0216017452732469,-0.5204604293636784,1.0788726135534423,-1.10420680403602,-0.5366429439425024,0.6750505626064193,0.8783661158266444,-1.5196408783908866,1.0631621003192042,0.9026797312741458,0.6115230814672903,-0.0124962555220804,0.9771801270036168,0.272132030455829,0.6052070780432549,1.0763064030298355,1.0536944304165032,0.293874879266476,-0.917040151231201,1.0
6,1.338559469997131,-0.9774549566499444,-0.5996317634996823,-0.1791945799767571,-1.0764652855513717,-0.3496578188166001,1.3770732044117655,1.6434140510001942,-1.014353938355696,-0.575804029461784,-0.8508724628487738,-1.348422897320518,1.5845067848554104,0.7852867419977783,0.6091778352149383,1.6324734259679927,-0.0344890373193809,1.7488258743016862,0.6421619982880482,1.3130854720183982,0.0
7,2.579426870502844,0.6298211579435099,-0.4808747622956765,-0.7465582162746904,-1.1596898410053165,1.574730760604145,-0.5442519205291826,1.6128121335932526,0.202928235365445,-0.4847503555850624,-0.8561622130572895,1.677458613790484,0.6912677961696951,0.8376213015448253,-1.413096993339717,2.0853299723013525,1.8598907834312213,1.0536944304165032,-0.4723567825809829,0.9413978681434652,0.0
8,-0.0524765968118202,1.1603236456614612,-0.5996317634996823,-0.7054449092965793,-1.0487237670667238,0.3749095410462716,1.9313016058370396,0.9854728267509414,0.4785392935664581,0.0919229123008407,-0.8640968383700628,1.1616833562147453,0.8735246403257703,0.8899558610918722,-0.4019595790623894,0.393760950292098,0.8911738296382997,1.0536944304165032,0.7118194220923627,1.3130854720183982,1.0
9,-0.3528139294182983,0.2795318295352659,-0.5600460964316804,-0.1627492571855126,-0.9932407300974272,1.6448501825263586,0.8967419231765288,0.0215124284322685,1.0756965863353196,1.5487816943283856,1.325859747955393,0.1645178582349829,-0.9075397674172616,0.2270514401626113,1.620315249492266,0.7889503708751425,-1.222781833972031,-0.6841341792964543,1.1297639649182494,-1.288727755106134,1.0
